questionnaire_url,usajobs_control_number,position_title,announcement_number,hiring_agency,occupation_series,occupation_name,position_open_date,position_close_date,position_location,grade_code,position_schedule,service_type,extracted_from_file,extracted_date
https://apply.usastaffing.gov/ViewQuestionnaire/12819904,848390500,Registered Nurse - CLC ( Interim Care),CBSX-12819904-26-BJ,Department of Veterans Affairs,0610,Nurse,2025-10-17 15:12:08.283,2025-10-28T23:59:59.9970,"Tucson, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.225743
https://apply.usastaffing.gov/ViewQuestionnaire/12815948,848396900,Clinical Nurse Leader,CBSW-12815948-26-AW,Department of Veterans Affairs,0610,Nurse,2025-10-17 15:44:14.453,2025-10-27T23:59:59.9970,"Reno, Nevada",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.226211
https://apply.usastaffing.gov/ViewQuestionnaire/12818517,848398400,Registered Nurse - Emergency Department,CBSS-12818517-26-SAM,Department of Veterans Affairs,0610,Nurse,2025-10-17 15:51:52.617,2025-10-27T23:59:59.9970,"Wichita, Kansas",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.226693
https://apply.usastaffing.gov/ViewQuestionnaire/12816458,848399200,Registered Nurse - Accreditation Coordinator,CBTF-12816458-26-LW-Foxtrot,Department of Veterans Affairs,0610,Nurse,2025-10-17 15:56:42.393,2025-10-27T23:59:59.9970,"Washington, District of Columbia",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.227165
https://apply.usastaffing.gov/ViewQuestionnaire/12819860,848400200,Nurse,IHS-26-HQ-12819860-DHA,Department of Health and Human Services,0610,Nurse,2025-10-17 16:05:19.800,2026-01-16T23:59:59.9970,"Chinle, Arizona",GS-5/7,Full-time - Part-time - Intermittent,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.228151
https://apply.usastaffing.gov/ViewQuestionnaire/12819958,848401500,Nurse,IHS-26-HQ-12819958-DHA,Department of Health and Human Services,0610,Nurse,2025-10-17 16:21:41.550,2026-01-16T23:59:59.9970,"Chinle, Arizona",GS-9,Full-time - Part-time - Intermittent,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.229047
https://apply.usastaffing.gov/ViewQuestionnaire/12819873,848401900,CLC Clinical Nurse Educator,CBSX-12819873-26-RCa,Department of Veterans Affairs,0610,Nurse,2025-10-17 17:15:18.703,2025-10-24T23:59:59.9970,"Long Beach, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.229505
https://apply.usastaffing.gov/ViewQuestionnaire/12812408,848402600,RN - Lung Cancer Care Coordinator,CBTC-12812408-26-GAL,Department of Veterans Affairs,0610,Nurse,2025-10-17 16:39:52.870,2025-10-27T23:59:59.9970,"Orlando, Florida",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.229956
https://apply.usastaffing.gov/ViewQuestionnaire/12818318,848404200,Nurse - Referral Coordination Team EHRM,CAZP-12818318-26-IB,Department of Veterans Affairs,0610,Nurse,2025-10-17 16:35:58.390,2025-10-28T23:59:59.9970,"Hines, Illinois",VN-00,DAY SHIFT (8-Hour Tours Available),Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.230461
https://apply.usastaffing.gov/ViewQuestionnaire/12817040,848404300,Nurse - Care Coordinator RN - EHRM,CAZP-12817040-26-IB,Department of Veterans Affairs,0610,Nurse,2025-10-17 16:40:17.387,2025-10-28T23:59:59.9970,"Hines, Illinois",VN-00,DAY SHIFT (8 hour tours available),Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.230957
https://apply.usastaffing.gov/ViewQuestionnaire/12819870,848405000,"Registered Nurse, Renal Clinic",CBSX-12819870-26-DB,Department of Veterans Affairs,0610,Nurse,2025-10-17 16:54:55.033,2025-10-27T23:59:59.9970,"Phoenix, Arizona",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.231406
https://apply.usastaffing.gov/ViewQuestionnaire/12813430,848407100,Registered Nurse (Inpatient Medical Unit),CBSU-12813430-26-MMC,Department of Veterans Affairs,0610,Nurse,2025-10-17 17:40:39.517,2025-10-28T23:59:59.9970,"Sheridan, Wyoming",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.231896
https://apply.usastaffing.gov/ViewQuestionnaire/12815203,848408300,Advanced Practice Nurse (Nurse Practitioner)- Primary Care,CBSU-12815203-26-MP,Department of Veterans Affairs,0610,Nurse,2025-10-17 18:01:56.463,2025-10-27T23:59:59.9970,"Idaho Falls, Idaho",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.232386
https://apply.usastaffing.gov/ViewQuestionnaire/12820042,848409100,Assistant Nurse Manager - Community Living Center (CLC),CBSX-12820042-26-IH,Department of Veterans Affairs,0610,Nurse,2025-10-17 18:07:56.043,2025-10-27T23:59:59.9970,"San Diego, California",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.232888
https://apply.usastaffing.gov/ViewQuestionnaire/12820001,848410700,Nurse (ER),IHS-26-HQ-12820001-DHA,Department of Health and Human Services,0610,Nurse,2025-10-17 19:21:29.930,2025-11-17T23:59:59.9970,"Cass Lake, Minnesota",GS-9/10,Full-time - Part-time - Intermittent,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.233325
https://apply.usastaffing.gov/ViewQuestionnaire/12818403,848411300,Intermittent Registered Nurse-Outpatient Staff (Primary Care/PACT),CBTC-12818403-26-NN,Department of Veterans Affairs,0610,Nurse,2025-10-17 19:49:23.927,2025-10-23T23:59:59.9970,"Cape Coral, Florida",AD-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.233804
https://apply.usastaffing.gov/ViewQuestionnaire/12818444,848412900,Registered Nurse-Polytrauma Rehabilitation,CAZM-12818444-26-IA,Department of Veterans Affairs,0610,Nurse,2025-10-17 00:00:00.000,2025-10-29T23:59:59.9970,"San Antonio, Texas",VN-00,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.234306
https://apply.usastaffing.gov/ViewQuestionnaire/12817313,848318700,Licensed Practical Nurse - Specialty Care,CBSZ-12817313-26-MCJ,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 08:20:53.500,2025-10-27T23:59:59.9970,"York, Pennsylvania",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.236813
https://apply.usastaffing.gov/ViewQuestionnaire/12815189,848324100,Licensed Practical Nurse - PACT,CBSS-12815189-26-PSB,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 09:11:16.177,2025-10-27T23:59:59.9970,"Shawnee, Kansas",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.237306
https://apply.usastaffing.gov/ViewQuestionnaire/12815190,848325000,Licensed Practical Nurse - PACT,CBSS-12815190-26-PSB,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 09:15:11.640,2025-10-27T23:59:59.9970,"Shawnee, Kansas",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.237778
https://apply.usastaffing.gov/ViewQuestionnaire/12813690,848327300,Practical Nurse,CBSV-12813690-26-AH,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 09:29:45.110,2025-10-28T23:59:59.9970,"Coeur d'Alene, Idaho",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.238310
https://apply.usastaffing.gov/ViewQuestionnaire/12815967,848327400,Practical Nurse,CBSV-12815967-26-AH,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 09:29:46.673,2025-10-27T23:59:59.9970,"Coeur d'Alene, Idaho",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.238836
https://apply.usastaffing.gov/ViewQuestionnaire/12817295,848331200,Licensed Practical Nurse- Primary Care,CBSY-12817295-26-AD,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 09:56:38.503,2026-01-19T23:59:59.9970,"Grand Island, Nebraska",GS-3/6,"Monday - Friday, 8 a.m. - 4:30 p.m.",Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.239405
https://apply.usastaffing.gov/ViewQuestionnaire/12818552,848334400,Licensed Practical Nurse,CBTD-12818552-26-HF,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 10:18:01.173,2025-10-28T23:59:59.9970,"Providence, Rhode Island",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.239950
https://apply.usastaffing.gov/ViewQuestionnaire/12816975,848334600,Practical Nurse - Ambulatory/Primary Care,CBTA-12816975-26-AEH,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 10:21:38.373,2025-10-31T23:59:59.9970,"Wilmington, North Carolina",GS-00/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.240485
https://apply.usastaffing.gov/ViewQuestionnaire/12817082,848351300,Licensed Practical Nurse,CBST-12817082-26-ARS,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 12:06:53.840,2025-10-27T23:59:59.9970,"North Little Rock, Arkansas",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.240993
https://apply.usastaffing.gov/ViewQuestionnaire/12816908,848351400,Licensed Practical Nurse,CBST-12816908-26-ARS,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 12:06:55.633,2025-10-27T23:59:59.9970,"North Little Rock, Arkansas",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.241526
https://apply.usastaffing.gov/ViewQuestionnaire/12819641,848355400,Licensed Practical Nurse,CBSX-12819641-26-DA,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 12:35:44.383,2025-11-03T23:59:59.9970,"Rio Rancho, New Mexico",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.242016
https://apply.usastaffing.gov/ViewQuestionnaire/12818537,848358600,Licensed Practical Nurse - Specialty Care,CBSZ-12818537-26-MCJ,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 14:03:24.747,2025-10-27T23:59:59.9970,"York, Pennsylvania",GS-7,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.242530
https://apply.usastaffing.gov/ViewQuestionnaire/12816808,848365600,Licensed Practical Nurse- VA Community Living Center,CBSY-12816808-26-AD,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 13:36:36.667,2026-01-19T23:59:59.9970,"Fort Meade, South Dakota",GS-3/6,"Full and Part time shifts available; Sunday-Saturday; Rotating Day/Night Shifts. Rotating weekends, and holidays required.",Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.243083
https://apply.usastaffing.gov/ViewQuestionnaire/12818499,848369000,Licensed Practical Nurse - Specialty Clinics,CBTE-12818499-26-BT,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 14:02:38.383,2025-10-31T23:59:59.9970,"Syracuse, New York",GS-3/6,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.243591
https://apply.usastaffing.gov/ViewQuestionnaire/12818309,848379600,Licensed Practical Nurse,CBSU-12818309-26-TDG,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 14:33:19.230,2025-12-31T23:59:59.9970,"Enid, Oklahoma",GS-3/6,"Monday-Friday, 7:30am-4:00pm or 8:00am-4:30pm",Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.244091
https://apply.usastaffing.gov/ViewQuestionnaire/12818310,848379900,Licensed Practical Nurse,CBSU-12818310-26-TDG,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 14:34:22.303,2025-12-31T23:59:59.9970,"Enid, Oklahoma",GS-3/6,"Monday-Friday, 7:30am-4:00pm or 8:00am-4:30pm",Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.244603
https://apply.usastaffing.gov/ViewQuestionnaire/12813068,848388200,Licensed Practical Nurse,CBSV-12813068-26-CMS,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 15:04:11.013,2025-10-27T23:59:59.9970,"Anchorage, Alaska",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.245155
https://apply.usastaffing.gov/ViewQuestionnaire/12813077,848390200,Licensed Practical Nurse,CBSV-12813077-26-CMS,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 15:10:34.363,2025-10-27T23:59:59.9970,"Anchorage, Alaska",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.245712
https://apply.usastaffing.gov/ViewQuestionnaire/12816464,848395200,Licensed Practical Nurse - Float Pool,CBTG-12816464-26-CGS,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 15:41:03.560,2025-10-24T23:59:59.9970,"Johnson City, Tennessee",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.246222
https://apply.usastaffing.gov/ViewQuestionnaire/12814172,848409500,Licensed Practical Nurse,CBSV-12814172-26-SB,Department of Veterans Affairs,0620,Practical Nurse,2025-10-17 18:28:03.600,2025-10-27T23:59:59.9970,"Portland, Oregon",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.246782
https://apply.usastaffing.gov/ViewQuestionnaire/12820034,848411100,Licensed Practical Nurse,IHS-26-HQ-12820034-DHA,Department of Health and Human Services,0620,Practical Nurse,2025-10-17 19:26:50.293,2026-01-16T23:59:59.9970,"Chinle, Arizona",GS-5/6,Full-time - Part-time - Intermittent,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.247696
https://apply.usastaffing.gov/ViewQuestionnaire/12814575,848346700,"Nursing Assistant, Outpatient Mental Health 32nd Street Clinic",CBSX-12814575-26-DB,Department of Veterans Affairs,0621,Nursing Assistant,2025-10-17 11:42:50.960,2025-10-27T23:59:59.9970,"Phoenix, Arizona",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.248195
https://apply.usastaffing.gov/ViewQuestionnaire/12816456,848359800,Nursing Assistant,CBTG-12816456-26-HS,Department of Veterans Affairs,0621,Nursing Assistant,2025-10-17 13:03:53.023,2025-10-24T23:59:59.9970,"Murfreesboro, Tennessee",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.248704
https://apply.usastaffing.gov/ViewQuestionnaire/12813604,848404600,Nursing Assistant (Community Living Center),CBSV-12813604-26-JC,Department of Veterans Affairs,0621,Nursing Assistant,2025-10-17 16:50:10.360,2025-10-31T23:59:59.9970,"Spokane, Washington",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.249199
https://apply.usastaffing.gov/ViewQuestionnaire/12815587,848404700,Nursing Assistant (Community Living Center),CBSV-12815587-26-JC,Department of Veterans Affairs,0621,Nursing Assistant,2025-10-17 16:49:27.457,2025-10-31T23:59:59.9970,"Spokane, Washington",GS-3/5,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.249694
https://apply.usastaffing.gov/ViewQuestionnaire/12816429,848342500,Medical Supply Technician (Sterile Processing),TM-12816429-25-AW,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-10-17 11:20:30.137,2025-10-27T23:59:59.9970,"Tomah, Wisconsin",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.250140
https://apply.usastaffing.gov/ViewQuestionnaire/12818502,848368900,Medical Supply Technician (Sterile Processing) - RELOCATION INCENTIVE AUTHORIZED,CBTC-12818502-26-JA,Department of Veterans Affairs,0622,Medical Supply Aide And Technician,2025-10-17 13:54:26.810,2025-10-27T23:59:59.9970,"Bay Pines, Florida",GS-3/6,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.250638
https://apply.usastaffing.gov/ViewQuestionnaire/12817209,848396000,Dietitian (Clinical),CBSS-12817209-26-SWH,Department of Veterans Affairs,0630,Dietitian And Nutritionist,2025-10-17 15:38:50.650,2026-01-15T23:59:59.9970,"Waynesville, Missouri",GS-7/11,Tuesday-Friday; 7:00AM-5:30PM,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.251107
https://apply.usastaffing.gov/ViewQuestionnaire/12816701,848320100,Occupational Therapist (Program Coordinator),CBSR-12816701-26-JK,Department of Veterans Affairs,0631,Occupational Therapist,2025-10-17 08:41:17.830,2025-10-24T23:59:59.9970,"Ann Arbor, Michigan",GS-13,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.251594
https://apply.usastaffing.gov/ViewQuestionnaire/12818471,848335600,Occupational Therapist,CBSY-12818471-26-JE,Department of Veterans Affairs,0631,Occupational Therapist,2025-10-17 10:29:16.950,2025-10-27T23:59:59.9970,"Grand Island, Nebraska",GS-9/12,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.252060
https://apply.usastaffing.gov/ViewQuestionnaire/12818472,848335700,Occupational Therapist,CBSY-12818472-26-JE,Department of Veterans Affairs,0631,Occupational Therapist,2025-10-17 10:29:19.287,2025-10-27T23:59:59.9970,"Grand Island, Nebraska",GS-12,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.252544
https://apply.usastaffing.gov/ViewQuestionnaire/12818476,848353300,Physical Therapist,CBTE-12818476-26-SW,Department of Veterans Affairs,0633,Physical Therapist,2025-10-17 12:18:44.130,2025-10-31T23:59:59.9970,"Albany, New York",GS-12,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.253069
https://apply.usastaffing.gov/ViewQuestionnaire/12807316,848366900,Physical Therapist,CBTC-12807316-26-JML,Department of Veterans Affairs,0633,Physical Therapist,2025-10-17 13:45:08.630,2025-10-29T23:59:59.9970,"Marianna, Florida",GS-12,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.253549
https://apply.usastaffing.gov/ViewQuestionnaire/12807315,848370400,Physical Therapist,CBTC-12807315-26-JML,Department of Veterans Affairs,0633,Physical Therapist,2025-10-17 13:57:54.337,2025-10-29T23:59:59.9970,"Marianna, Florida",GS-11/12,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.253997
https://apply.usastaffing.gov/ViewQuestionnaire/12815914,848324800,Recreation Therapist,CBSR-12815914-26-MC,Department of Veterans Affairs,0638,Recreation/Creative Arts Therapist,2025-10-17 09:13:28.390,2025-10-28T23:59:59.9970,"Cleveland, Ohio",GS-7/11,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.254506
https://apply.usastaffing.gov/ViewQuestionnaire/12818555,848352300,Recreation Therapist,CBTC-12818555-26-TE,Department of Veterans Affairs,0638,Recreation/Creative Arts Therapist,2025-10-17 12:12:11.197,2025-10-27T23:59:59.9970,"Miami, Florida",GS-12,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.255017
https://apply.usastaffing.gov/ViewQuestionnaire/12817275,848314100,HEALTH TECHNICIAN,MA-12817275-AF-26-102-003,Department of the Air Force,0640,Health Aid And Technician,2025-10-17 06:30:16.883,2025-11-16T23:59:59.9970,"Otis ANG Base, Massachusetts",GS-8,,Excepted,current_jobs_2025.parquet,2025-10-18T09:05:43.255405
https://apply.usastaffing.gov/ViewQuestionnaire/12814406,848345100,Health Technician (Phlebotomy),CBTE-12814406-26-SC,Department of Veterans Affairs,0640,Health Aid And Technician,2025-10-17 11:35:10.250,2025-10-27T23:59:59.9970,"Montrose, New York",GS-5,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.255917
https://apply.usastaffing.gov/ViewQuestionnaire/12814131,848384200,Surgical Technician (Operating Room),CBTC-12814131-26-RB,Department of Veterans Affairs,0640,Health Aid And Technician,2025-10-17 14:51:06.357,2025-10-27T23:59:59.9970,"Orlando, Florida",GS-7,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.256332
https://apply.usastaffing.gov/ViewQuestionnaire/12813067,848389400,Intermediate Care Technician,CBSV-12813067-26-CMS,Department of Veterans Affairs,0640,Health Aid And Technician,2025-10-17 15:08:22.447,2025-10-27T23:59:59.9970,"Anchorage, Alaska",GS-7,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.256892
https://apply.usastaffing.gov/ViewQuestionnaire/12813993,848404000,Surgical Technician (Intermittent),CBTC-12813993-26-RB,Department of Veterans Affairs,0640,Health Aid And Technician,2025-10-17 16:34:33.197,2025-10-27T23:59:59.9970,"Miami, Florida",GS-7,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.257302
https://apply.usastaffing.gov/ViewQuestionnaire/12819950,848409400,Health Technician,IHS-26-NA-12819950-ESEP/MP,Department of Health and Human Services,0640,Health Aid And Technician,2025-10-17 18:19:58.133,2025-10-30T23:59:59.9970,"Richmond, Virginia",GS-7,,Competitive,current_jobs_2025.parquet,2025-10-18T09:05:43.257700
